Hulu,Comedy,Charlotte Austin,OH,4144.80
Peacock,Horror,Carl Griffin,DE,7029.17
Hulu,Comedy,Irene Craig,WY,6805.72
Hulu,Comedy,Devin McGuire,RI,612.20
Hulu,Horror,Rachel Matthews,DE,4549.29
ParamountPlus,Comedy,Theodore Gonzales,WA,8645.03
Netflix,SciFi,Cornelia Fitzgerald,ND,4938.62
Peacock,Comedy,Douglas McCoy,AZ,9372.41
ParamountPlus,Comedy,Allie Weaver,WV,1168.50
HBOMax,Drama,Alejandro Myers,AZ,1167.03
Peacock,SciFi,Rose Wood,MT,1482.90
HBOMax,SciFi,Christopher Patton,NM,9372.94
HBOMax,Comedy,Landon Hines,ND,8152.91
HBOMax,SciFi,Derrick Hopkins,WY,6371.12
HBOMax,Horror,Sarah Strickland,RI,907.21
Netflix,SciFi,Matthew Ball,CA,6270.37
ParamountPlus,Drama,Claudia Nelson,NC,3478.50
ParamountPlus,SciFi,Callie Newton,ID,4397.92
Netflix,Comedy,Jeanette Byrd,NH,4686.76
Netflix,Drama,Rosetta Snyder,TN,5520.45
Peacock,SciFi,Harold Adkins,NH,5842.83
HBOMax,Horror,Gordon Daniels,OK,9217.91
HBOMax,Drama,Theresa Parks,MA,3041.58
HBOMax,Horror,Dennis Diaz,MS,7543.81
HBOMax,Drama,Rachel Cummings,MN,240.98
ParamountPlus,Horror,Connor Patton,FL,6629.07
ParamountPlus,SciFi,Dustin Webb,MN,8885.19
Hulu,SciFi,Marie Cox,VA,2738.39
HBOMax,Horror,Darrell Moss,MT,9174.10
Netflix,Horror,Lewis Tucker,AL,5053.20
ParamountPlus,Comedy,Luke Hawkins,ID,177.56
HBOMax,Comedy,Birdie Watkins,WI,5219.08
Netflix,Comedy,Isaiah Swanson,WA,7202.80
HBOMax,Drama,Theodore Lambert,WI,7008.35
ParamountPlus,Comedy,Lula Houston,FL,1357.35
Peacock,SciFi,Francisco Colon,TX,1795.22
Netflix,Drama,Owen Moss,ND,8529.50
Hulu,SciFi,Estelle Dean,DE,5153.82
Peacock,Drama,Janie Graves,AZ,7797.30
HBOMax,Drama,Louis Dunn,DE,1076.27
ParamountPlus,Horror,Carrie Burgess,IN,4519.44
Peacock,Comedy,Winnie Carpenter,OK,4893.17
Netflix,Horror,Myrtie Castillo,WY,5604.05
ParamountPlus,Horror,Estelle Fields,MD,3924.78
ParamountPlus,Comedy,Leona Hunter,OH,1057.47
Netflix,SciFi,Jimmy Ellis,ND,1698.77
Peacock,Comedy,Travis Hall,WA,1265.64
Netflix,Drama,Ricardo Sanchez,VT,2404.69
Netflix,Comedy,Hilda Sullivan,SD,2711.64
Hulu,Comedy,Della Gill,IN,6827.12
Peacock,SciFi,Shane Wright,WA,5899.56
Hulu,SciFi,George Page,AK,3670.28
HBOMax,Comedy,Barbara Hammond,NC,9628.00
Peacock,Comedy,Eliza Goodwin,OR,3508.78
ParamountPlus,Drama,Sadie Baker,CO,4660.45
Hulu,Horror,Lula Baker,RI,4741.09
ParamountPlus,SciFi,Adrian Hicks,IL,7095.60
ParamountPlus,SciFi,Isaac Conner,RI,8424.03
Peacock,Comedy,Iva Munoz,AL,7100.15
HBOMax,SciFi,Bobby Conner,ME,6017.83
Hulu,SciFi,Ricky Townsend,MN,1265.87
Hulu,Horror,Aaron Doyle,TX,8632.62
Hulu,Comedy,Bettie Bryan,NV,4344.02
Peacock,Horror,May Morris,HI,4309.98
HBOMax,Comedy,Clayton Shelton,AL,1955.87
ParamountPlus,Drama,Lora Castillo,NH,3094.91
Hulu,Comedy,Alejandro Bowman,HI,8871.02
Peacock,Comedy,Grace Warner,MO,5615.62
Netflix,Drama,David Riley,NC,3451.15
Peacock,SciFi,Mina Tyler,TX,1297.58
ParamountPlus,Drama,Augusta Sharp,NC,8809.69
ParamountPlus,Drama,Minerva Bradley,CO,3879.61
Peacock,SciFi,Jordan Henderson,NJ,668.70
Netflix,Comedy,Mayme Delgado,VA,735.28
Peacock,Horror,Essie Gill,MD,7726.46
Netflix,SciFi,Philip Vargas,MT,7765.99
ParamountPlus,Drama,Agnes Thompson,NV,8948.95
HBOMax,Comedy,Rena Barnes,CA,901.58
HBOMax,Comedy,Ronald Allison,RI,4005.10
Peacock,Horror,Carolyn Brown,UT,7501.82
Peacock,Horror,Mabel Graham,SC,7437.97
HBOMax,Comedy,Lettie Hale,NH,429.20
Netflix,Horror,Bertie Cunningham,ID,4473.21
Hulu,Comedy,Christine Peters,MI,3497.97
Hulu,Drama,Garrett Jimenez,MA,3561.02
Hulu,Comedy,Hallie Hodges,WV,8708.39
Hulu,Comedy,Georgie Hoffman,IL,7698.35
Peacock,SciFi,Ethan Rose,AR,6580.35
HBOMax,Comedy,Shawn Dean,AR,778.50
Peacock,Comedy,Gordon Gordon,NE,1461.20
Peacock,Comedy,Barbara Reese,MN,6549.53
Peacock,SciFi,Nina Garner,KS,6516.52
HBOMax,SciFi,Manuel Owens,KS,6054.24
HBOMax,SciFi,Beatrice Padilla,SD,9499.82
Peacock,Comedy,Roger Holland,MT,7271.20
Netflix,Drama,Lawrence Joseph,VT,4763.56
Netflix,SciFi,Ian Ramsey,ID,7875.83
ParamountPlus,SciFi,Mary Maldonado,RI,407.26
Netflix,Drama,Gary Fisher,WY,815.61
Peacock,Horror,Irene Wade,AR,4746.89
HBOMax,Horror,Lilly Chandler,HI,4230.47
ParamountPlus,Comedy,Alex Wise,VT,4145.43
Hulu,Horror,Frances Sanchez,AL,1424.97
Netflix,Drama,Tommy Alvarado,VA,4031.48
HBOMax,Horror,Lloyd Rodgers,AR,6578.05
Peacock,Drama,Mayme Maxwell,MI,8854.39
Peacock,SciFi,Maud Fitzgerald,VA,4553.61
Netflix,Comedy,Frank Pratt,IA,7221.39
Peacock,Comedy,Lettie Kelley,TN,8029.93
Hulu,Horror,Barry Christensen,MT,2511.18
ParamountPlus,Comedy,Sophia Castillo,OK,3107.59
HBOMax,Drama,Gene Chambers,MN,3679.14
Hulu,Drama,Donald McKinney,FL,6309.74
Netflix,Horror,Jesus Lucas,ND,1289.84
Netflix,Horror,Rachel Howell,FL,8325.35
HBOMax,SciFi,Susie Holland,AZ,8603.71
Peacock,Drama,Bertie Valdez,MN,4200.64
HBOMax,SciFi,Lawrence Myers,NY,8220.30
HBOMax,Comedy,Emily Erickson,SC,4925.53
Hulu,Drama,Kyle Hardy,KS,9017.86
HBOMax,Drama,Ola Gray,MN,6752.36
Hulu,Drama,Edgar Simon,KS,7805.76
Netflix,Horror,Lily Burke,CO,624.93
Peacock,Horror,Winnie Henry,NE,385.77
ParamountPlus,Comedy,Blake Barnes,SC,8177.24
Netflix,SciFi,Eunice Phillips,ID,549.27
Netflix,SciFi,Lura Lee,CA,1112.66
ParamountPlus,Drama,Virginia Rodgers,MD,2292.67
Netflix,Comedy,Seth Barrett,AR,4105.35
HBOMax,Drama,Ola White,CA,1393.85
HBOMax,Horror,Jesus Willis,RI,3107.02
Peacock,Drama,Phoebe Conner,MI,3017.34
ParamountPlus,Drama,Marion Swanson,NE,5167.51
Peacock,Horror,Harold Davis,ND,3227.68
ParamountPlus,Drama,Celia Murphy,GA,8591.84
ParamountPlus,Comedy,Chad Castillo,DE,1567.56
ParamountPlus,SciFi,Ora Tran,GA,3050.30
Peacock,Horror,Nannie Underwood,CT,6557.63
Hulu,Drama,Jack Beck,SC,3334.71
ParamountPlus,SciFi,Marcus Boyd,NY,1630.93
HBOMax,SciFi,Joshua Kelley,HI,3309.04
Netflix,SciFi,Clara Gomez,IN,2992.53
Netflix,SciFi,Estelle Fletcher,CO,192.61
ParamountPlus,SciFi,Carolyn Carter,HI,7256.04
Netflix,Horror,Jeremy Copeland,MD,2940.94
Netflix,Drama,Louis Green,NY,8825.10
Hulu,SciFi,Trevor Daniels,CA,237.47
Hulu,SciFi,Lola Beck,NH,2065.20
Hulu,Horror,Timothy Parks,DC,535.27
Hulu,Drama,Alfred Castro,ID,4538.92
ParamountPlus,Horror,Russell Curtis,ID,8769.35
Hulu,Comedy,Francisco Murray,ID,2942.79
HBOMax,Comedy,Virgie West,MN,6030.76
Hulu,SciFi,Lucinda Bass,GA,9544.39
ParamountPlus,Comedy,Blake Castro,NV,5996.72
Netflix,Horror,Chad Pittman,DE,7681.38
ParamountPlus,Drama,Jesus Perez,MT,5562.22
Netflix,Drama,Dean Sutton,ME,277.78
HBOMax,Drama,Inez Carter,ME,4431.39
HBOMax,SciFi,Nora Byrd,AR,9523.64
Hulu,Horror,Alice Ortiz,OR,9659.34
Hulu,Drama,Hallie Wise,UT,5957.29
ParamountPlus,Horror,Frederick Ramsey,MS,5327.63
ParamountPlus,SciFi,Joel Abbott,VT,5201.27
Hulu,Comedy,Logan Casey,WI,646.51
HBOMax,Drama,Bertie Howard,NV,7840.63
Hulu,Drama,Bessie Swanson,KY,119.81
Peacock,Comedy,Alice Boyd,IN,7423.51
Peacock,Drama,Virgie Keller,WY,9894.47
Hulu,Horror,Rena Henry,NY,8793.96
Hulu,Comedy,Sean Smith,TX,5623.54
ParamountPlus,Horror,Timothy Nichols,SC,4464.56
HBOMax,Horror,Todd Howell,OK,6632.61
HBOMax,Horror,Victor Kim,CT,6979.44
HBOMax,Drama,Sallie Parks,SD,1511.12
Hulu,SciFi,Oscar Daniels,MO,7621.34
Peacock,Horror,Marvin Casey,KY,9133.75
HBOMax,Horror,Douglas Norman,CO,4255.75
HBOMax,Comedy,Theodore Cole,SD,3088.40
ParamountPlus,SciFi,Lou Hughes,NV,6793.36
HBOMax,Drama,Jerry Goodwin,SD,5477.26
Netflix,Comedy,Evelyn Miles,KS,6317.25
Hulu,SciFi,Pauline Elliott,OK,4888.19
HBOMax,Drama,Glenn Glover,ME,8520.00
Hulu,SciFi,Ryan Garrett,ME,5177.69
Netflix,Horror,Fannie Carlson,SC,1993.89
ParamountPlus,SciFi,Gerald Martin,OK,3383.79
Netflix,Horror,Henrietta Cole,OH,8199.14
Netflix,Horror,Delia Ross,MT,7980.08
Netflix,SciFi,Erik Malone,WA,8146.71
ParamountPlus,Comedy,Chris McCoy,RI,6270.48
Netflix,Comedy,Frances Wright,ND,204.37
Netflix,Comedy,Joseph Ray,VA,9325.81
Netflix,SciFi,Adrian Phillips,IN,1264.03
Hulu,Drama,Timothy Day,NM,1151.84
Netflix,Horror,Leonard Griffin,CT,8501.62
Netflix,SciFi,Ruth Chavez,NY,4102.85
Hulu,Drama,Philip Richards,WY,6782.23
Peacock,SciFi,Steven Welch,NC,6195.31
Netflix,SciFi,Norman Sullivan,SD,3437.15
ParamountPlus,Horror,Myrtle Swanson,MT,4661.76
HBOMax,SciFi,Johnny Sherman,IA,2748.87
HBOMax,Horror,Stephen Hayes,UT,3931.47
ParamountPlus,Comedy,Maude Wright,WI,6886.42
Netflix,Horror,Tyler Garza,MA,1884.53
HBOMax,Comedy,Rosetta Hale,HI,9444.08
ParamountPlus,Horror,Elva Elliott,IN,8.23
Hulu,SciFi,Roger Allison,NJ,8173.58
Netflix,SciFi,Carlos Mills,NH,7268.69
ParamountPlus,Horror,Hester Roberson,RI,9.25
Netflix,Drama,Rosetta Fitzgerald,DC,6755.57
Netflix,Horror,Matthew Lane,CA,2254.34
ParamountPlus,Horror,Louis Delgado,WY,7255.75
HBOMax,SciFi,Effie Carpenter,MD,6418.04
Peacock,Comedy,Christine May,MD,8372.64
HBOMax,SciFi,Edgar Yates,MN,7958.71
Peacock,Horror,Andrew Hart,KS,3423.84
Peacock,Comedy,Joseph Smith,MA,1721.03
ParamountPlus,Horror,Lilly Price,MI,5516.34
Netflix,Comedy,Alta Watson,VA,1454.96
Hulu,Horror,Genevieve Fields,OR,6246.74
ParamountPlus,Drama,Eunice Massey,FL,8433.19
Hulu,Horror,Allie Wong,NJ,7730.39
Peacock,Horror,Gavin Rodriguez,OR,834.13
Netflix,Drama,Chad Henry,OR,5010.22
Hulu,Horror,Adele Fitzgerald,IL,3497.30
ParamountPlus,Drama,Mattie Pierce,VT,1260.93
Netflix,SciFi,Georgie Holt,UT,5512.86
Netflix,Drama,Teresa Harrison,ND,8829.12
Hulu,Horror,Emily Figueroa,PA,6300.72
Peacock,SciFi,Fred Stevenson,NE,8950.40
ParamountPlus,Comedy,Marie Estrada,TX,4153.00
Netflix,Drama,Ronald Cross,NH,317.60
Peacock,Comedy,Jose Brady,OK,5472.36
Peacock,Horror,Pauline Gibson,SC,2337.15
Netflix,Comedy,Christine McKenzie,MD,7593.77
ParamountPlus,Drama,Tyler Roberson,WI,9583.26
HBOMax,Drama,Inez Jensen,WV,7269.76
Peacock,Horror,Nicholas Alvarado,DC,8418.39
Hulu,SciFi,Francis Stanley,KY,225.43
Hulu,Drama,Cora Murray,MD,9193.74
Hulu,Drama,Melvin Flowers,GA,5190.58
Hulu,Drama,Philip Price,WV,6563.10
HBOMax,SciFi,May Wright,HI,1039.36
Netflix,Comedy,Francisco Flores,MN,503.63
HBOMax,Horror,Franklin Watson,GA,7314.40
HBOMax,Drama,Ronald Powers,AZ,4343.24
Peacock,Comedy,Jeffery Berry,AR,5942.21
Netflix,Drama,Lucille Glover,KY,4668.51
Netflix,Drama,Myrtle Pena,HI,6820.38
Hulu,Comedy,Jean Moss,MT,8841.96
Netflix,Comedy,Eliza Colon,MD,5919.32
ParamountPlus,Drama,Roxie Lewis,LA,8008.75
Peacock,SciFi,Rebecca Harrington,ME,2392.80
HBOMax,Drama,Leon Coleman,ND,6475.01
Peacock,Comedy,Christina Cole,NM,3864.61
Peacock,Horror,Gabriel Ross,NE,7444.53
Peacock,SciFi,Daniel Curtis,WI,6691.19
HBOMax,Horror,Jeremy Price,NJ,9101.41
Netflix,Comedy,Elnora Thompson,MT,295.37
ParamountPlus,Comedy,Genevieve Nguyen,ND,5989.05
Peacock,Horror,Elnora Munoz,PA,3645.19
ParamountPlus,SciFi,Maggie Harmon,WY,8084.12
Peacock,SciFi,Julia Glover,AZ,637.64
Netflix,Horror,Isabel Matthews,NV,6454.00
ParamountPlus,Drama,Birdie Morales,ME,6761.43
Hulu,Drama,Ernest Daniel,MO,2874.70
HBOMax,Comedy,Helena Harvey,ID,9391.25
Hulu,Horror,Lloyd Holland,WA,4375.25
Netflix,Horror,Harriet Hunter,TX,2604.73
Hulu,Horror,Vera Barber,NH,6342.71
HBOMax,Drama,Mathilda Garcia,WA,6570.33
Hulu,Comedy,Loretta Black,HI,2203.84
Hulu,Drama,Gordon Murphy,AL,6885.22
Peacock,SciFi,Marian Howard,OR,9265.14
Hulu,Drama,Rosetta Dennis,MO,9449.58
ParamountPlus,Drama,Mathilda Hale,WA,9642.70
Hulu,Drama,Chris Flores,AK,4545.29
HBOMax,SciFi,Edgar Reed,AK,1925.13
Hulu,Drama,Chad Snyder,DE,3421.40
Netflix,Horror,Maud McKenzie,MD,756.65
Peacock,Drama,Timothy Patton,MT,545.25
Hulu,Horror,Connor Santos,AK,1397.19
Netflix,Horror,Ray Collins,IA,7085.76
ParamountPlus,Comedy,Lottie Johnston,AZ,3186.37
HBOMax,Comedy,Chad Freeman,SC,8190.47
ParamountPlus,Horror,Rosalie Leonard,NC,9480.42
Peacock,Comedy,Luis Bush,KY,5983.54
Hulu,Comedy,Nettie Figueroa,KY,1342.90
ParamountPlus,Drama,Austin Kelley,OH,50.36
Netflix,Drama,Harriet Manning,TN,1547.67
HBOMax,SciFi,Bertha Vega,WV,9736.90
Hulu,SciFi,Bettie Harrison,WA,9478.19
Hulu,Comedy,Jimmy Bowers,SD,463.41
Peacock,SciFi,Bessie Sanchez,ID,6758.16
HBOMax,Comedy,Matilda Patton,KY,1838.77
Netflix,Horror,Ralph Cain,MS,352.52
Peacock,Drama,Jim McDonald,MS,3366.22
HBOMax,Horror,Angel Reynolds,NV,949.13
Netflix,Horror,Lina Rivera,MO,6125.46
Hulu,Drama,Ada Cohen,RI,9978.40
HBOMax,Horror,Juan Cobb,KS,158.14
HBOMax,Horror,Ronnie May,ID,3029.00
ParamountPlus,Drama,Noah Carpenter,TX,9951.09
Netflix,Drama,Adam Meyer,MO,7015.69
ParamountPlus,Horror,Timothy Chandler,DE,2206.44
Hulu,SciFi,Calvin Vega,OR,8786.38
HBOMax,Horror,Gregory Lynch,NC,4821.02
Peacock,Drama,Mildred Hubbard,KS,5091.31
Hulu,Comedy,Douglas Pittman,SD,3200.83
Peacock,Drama,Estelle Parsons,NY,9006.79
HBOMax,Horror,Blake Graham,ID,4270.53
Hulu,Horror,Linnie Lambert,SC,2782.06
HBOMax,Drama,Billy McKenzie,GA,2562.24
ParamountPlus,Drama,Curtis Dunn,MN,1423.30
Netflix,Drama,Glen Davidson,VT,794.47
Netflix,Drama,Caroline Colon,ND,6663.41
Netflix,Drama,Dean Pope,NY,8826.47
Hulu,SciFi,Genevieve Bridges,RI,2686.61
Hulu,Horror,Stanley Sims,LA,7696.50
ParamountPlus,Drama,Maria Barnes,DC,3134.30
HBOMax,Comedy,Isaac Saunders,ND,8226.63
Hulu,Horror,Jonathan Alvarado,NE,3616.92
Netflix,Drama,Josie Garner,VT,5908.88
HBOMax,Drama,Eugenia Kelly,MD,7093.81
Peacock,SciFi,Nathaniel Harrison,PA,6357.53
ParamountPlus,SciFi,Mamie Rodriquez,TX,3585.73
HBOMax,SciFi,Della Tucker,KS,5152.21
Peacock,Horror,Frederick Padilla,IA,9434.42
HBOMax,SciFi,Stella Daniel,MN,9423.14
ParamountPlus,SciFi,Etta Fuller,KY,3838.12
ParamountPlus,SciFi,Lucy Graves,VA,5530.26
ParamountPlus,Drama,Roxie Cunningham,RI,7460.13
Peacock,Drama,Ada Evans,VT,5722.87
HBOMax,Horror,Stella Cain,LA,9161.15
Hulu,Horror,Georgie Bowen,DE,6909.25
HBOMax,Comedy,Emily Little,IA,5866.66
Peacock,Horror,Elva Murray,SC,9223.89
HBOMax,Drama,Matilda Hanson,MO,5583.98
ParamountPlus,Comedy,Kate Wise,CA,9514.63
Hulu,Comedy,Belle Hudson,AR,6313.66
Peacock,SciFi,Seth Bowman,MS,2464.37
ParamountPlus,Comedy,Cole Schwartz,TX,6074.45
HBOMax,Drama,Allie Nunez,TX,9119.29
Peacock,Drama,Mathilda Montgomery,FL,531.05
HBOMax,Comedy,Albert Dean,KY,1764.13
HBOMax,Drama,Darrell Lewis,NY,8230.26
Netflix,Drama,Cole Moran,AL,5914.50
HBOMax,SciFi,Max Alvarado,IA,5952.85
ParamountPlus,Horror,Kyle Riley,WY,5664.45
Peacock,Comedy,Lena Bryant,DE,6506.44
HBOMax,SciFi,Devin Chavez,NH,9856.48
HBOMax,Drama,Harriett Freeman,LA,8241.52
Hulu,SciFi,Rosalie Henry,NY,8005.21
Hulu,Comedy,Joseph Rose,CT,9468.62
ParamountPlus,SciFi,Billy Riley,KY,9816.89
Peacock,SciFi,Celia Chapman,WA,9420.94
HBOMax,Comedy,Donald Burns,GA,230.13
ParamountPlus,Drama,William Parker,AR,3520.45
HBOMax,SciFi,Cynthia Gross,AL,8407.86
Netflix,Horror,Jason Barker,WV,921.69
Peacock,Horror,Edgar Little,MT,6626.07
Peacock,Comedy,Gerald Vasquez,PA,6625.54
HBOMax,Horror,Hunter Pearson,MN,1586.66
Peacock,Comedy,Rebecca Cox,IL,2774.58
Peacock,SciFi,Ina Lynch,WY,8535.74
Peacock,Horror,Nelle Roberson,UT,1167.39
Netflix,Horror,Derek Robinson,WY,1821.95
ParamountPlus,SciFi,Iva Walters,NM,5190.97
Peacock,Drama,Elva Crawford,MI,1294.84
HBOMax,Drama,Cynthia Reese,VT,2107.83
Hulu,Horror,Callie Morrison,NV,6920.85
Netflix,Horror,Joseph Warren,CO,7224.58
ParamountPlus,Drama,Ella Watson,ME,9390.39
Hulu,SciFi,Billy Griffin,WA,2669.51
ParamountPlus,Horror,Angel Miles,VT,2334.50
HBOMax,Horror,Stephen Long,AL,6573.13
Hulu,Drama,Sam Shaw,FL,4823.68
Hulu,Comedy,Etta Cummings,GA,2445.64
Hulu,Drama,Genevieve Hughes,WV,1412.70
Netflix,Drama,Jonathan Kelley,IL,1198.70
Peacock,Horror,Franklin Walters,OH,1268.27
Peacock,Horror,Randall Norton,AK,243.19
Netflix,Horror,Fannie Goodwin,UT,9155.69
Netflix,Drama,Jonathan Holloway,OH,5930.84
Hulu,Comedy,Celia McLaughlin,AK,5486.75
Hulu,Comedy,Eva Herrera,VT,7383.47
Hulu,SciFi,Daisy Holloway,WA,8369.66
Hulu,SciFi,Peter Jefferson,FL,3374.49
